EmployeeID,EmployeeName,Age,Years_of_Experience,Department,Monthly_Salary,Income_Tax,PF_Contribution,Insurance_Deduction,Other_Deductions,Net_Salary,Rent_Expense,Grocery_Expense,EMI_or_Loan_Payment,Entertainment_Expense,Other_Expenses,Total_Expenditure,Savings_Amount,Investments,Class,Expense_Ratio,Savings_Ratio,Investment_Ratio,EMI_Ratio,Disposable_Income,Financial_Cushion,Debt_Burden_Index,Investment_to_Savings_Ratio,Financial_Health
EMP00114,Shreya Chopra,25,2,Customer Support,38171,242,2290,958,2024,32657,9312,3299,0,4997,2313,19921,2301,1219,Medium,0.6100070429004502,0.0704596258076369,0.0373273723857059,0.0,12736,0.12,0.0,0.53,1
EMP00115,Nikhil Nikita Pradhan,51,37,Sales,85000,3500,5100,1755,1945,72700,0,13179,25437,10538,5731,54885,3964,1993,Low,0.7549518569463549,0.0545254470426409,0.027414030261348,0.3498899587345254,17815,0.07,0.299,0.503,0
EMP00116,Simran Narang,37,11,Operations,73454,2345,4407,1638,1178,63886,0,10537,22132,7935,5331,45935,4360,2058,Low,0.7190151206837179,0.0682465641924678,0.0322136305293804,0.3464295776852518,17951,0.09,0.301,0.472,0
EMP00117,Charu Jadhav,28,3,Customer Support,42244,446,2535,764,1537,36962,0,4571,10108,7119,2963,24761,1358,1946,Low,0.6699042259617985,0.0367404361235863,0.0526486661977165,0.2734700503219522,12201,0.05,0.239,1.432,0
EMP00118,Shreya Seth,39,13,HR,55414,1104,3325,1074,2064,47847,0,9052,11239,3062,2952,26305,7962,3195,Medium,0.5497732355215583,0.1664054172675403,0.0667753464167032,0.2348945597425125,21542,0.3,0.203,0.401,1
EMP00119,Atharv Kulkarni,43,25,Marketing,90000,4000,5400,1327,2058,77215,24846,14877,5692,3929,3712,53056,871,96,Low,0.6871203781648644,0.0112801916726024,0.0012432817457747,0.0737162468432299,24159,0.02,0.063,0.11,0
EMP00120,Divya Wadhwa,25,3,Sales,47195,693,2832,1060,1085,41525,12073,5499,0,8993,3308,29873,1396,1098,Low,0.7193979530403372,0.0336183022275737,0.0264419024683925,0.0,11652,0.05,0.0,0.786,0
EMP00121,Akash Reddy,46,16,Marketing,78264,2826,4696,1591,1356,67795,15690,9393,0,3010,4088,32181,1576,370,Medium,0.4746810236743122,0.0232465521056125,0.0054576296187034,0.0,35614,0.05,0.0,0.235,1
EMP00122,Pankaj Shinde,29,6,Marketing,57300,1198,3438,1030,1903,49731,12023,9411,0,1416,3479,26329,441,450,Medium,0.5294283243851924,0.0088677082704952,0.0090486819086686,0.0,23402,0.02,0.0,1.018,1
EMP00123,Nikhil Solanki,25,1,Sales,48365,752,2902,1155,1845,41711,3152,5383,0,8725,3840,21100,2113,1975,Medium,0.5058617630840785,0.0506580997818321,0.0473496200043154,0.0,20611,0.1,0.0,0.934,1
EMP00124,Shruti Suri,25,3,Sales,52128,940,3128,905,2017,45138,10504,5986,0,4150,2670,23310,10372,2499,Medium,0.5164163232752891,0.229784217289202,0.055363551774558,0.0,21828,0.44,0.0,0.241,1
EMP00125,Namrata Rahul Solanki,26,4,Marketing,57162,1191,3430,932,1574,50035,10307,6343,0,2728,2507,21885,13326,2608,Medium,0.4373938243229739,0.2663335665034476,0.0521235135405216,0.0,28150,0.61,0.0,0.196,1
EMP00126,Arjun Khanna,39,9,Operations,62214,1444,3733,1469,1416,54152,11029,7331,0,2718,2335,23413,16079,3285,High,0.4323570689909883,0.296923474663909,0.0606625794061161,0.0,30739,0.69,0.0,0.204,2
EMP00127,Vivaan Aakash Rajput,22,0,Operations,50000,833,3000,791,2226,43150,12125,5571,3077,7165,2641,30579,2527,1057,Low,0.7086674391657011,0.0585631517960602,0.0244959443800695,0.0713093858632676,12571,0.08,0.062,0.418,0
EMP00128,Sneha Daga,24,3,IT,83551,3355,5013,1766,1592,71825,0,8724,0,12471,6689,27884,5682,7271,Medium,0.3882213713887922,0.0791089453532892,0.1012321615036547,0.0,43941,0.2,0.0,1.279,1
EMP00129,Dhruv Agarwal,37,10,IT,106067,5910,6364,3996,777,89020,0,12686,0,5358,5892,23936,32274,5389,Medium,0.2688833969894406,0.3625477420804314,0.0605369579869692,0.0,65084,1.35,0.0,0.167,1
EMP00130,Shivam Shetty,36,16,HR,54525,1060,3272,958,1022,48213,0,4093,0,3473,1419,8985,26141,2390,High,0.1863605251695601,0.5421981623213656,0.0495716922821645,0.0,39228,2.91,0.0,0.091,2
EMP00131,Manish Chopra,50,19,Data Science,146518,12637,8791,2416,1868,120806,31467,15094,0,10532,8179,65272,21971,7400,Medium,0.5403042895220436,0.1818701057894475,0.0612552356671026,0.0,55534,0.34,0.0,0.337,1
EMP00132,Gaurav Bedi,42,17,IT,116423,7463,6985,2732,1171,98072,5554,14271,0,5314,4145,29284,32134,6313,Medium,0.2985969491801941,0.3276572314218125,0.0643710743127498,0.0,68788,1.1,0.0,0.196,1
EMP00133,Shruti Simran Mundra,34,11,Finance,89542,3954,5373,1222,1642,77351,0,8615,0,6695,5562,20872,23437,7350,High,0.2698349084045455,0.302995436387377,0.0950213959741955,0.0,56479,1.12,0.0,0.314,2
EMP00134,Varun Somani,49,17,Finance,108801,6320,6528,3457,1646,90850,0,12947,26278,6162,3957,49344,20716,4249,Medium,0.543137039075399,0.2280242157402311,0.0467694001100715,0.2892460099064391,41506,0.42,0.242,0.205,1
EMP00135,Rohit Thomas,23,3,Operations,56948,1181,3417,957,1515,49878,0,7059,16093,9277,4881,37310,3141,1861,Low,0.7480251814427202,0.0629736557199567,0.0373110389350014,0.322647259312723,12568,0.08,0.283,0.592,0
EMP00136,Jyoti Joshi,39,16,Operations,84045,3404,5043,2066,1932,71600,5174,11498,0,4595,4144,25411,18603,5704,High,0.3549022346368715,0.2598184357541899,0.0796648044692737,0.0,46189,0.73,0.0,0.307,2
EMP00137,Avantika Mathew,31,8,Operations,59621,1314,3577,746,1195,52789,0,8221,2052,2380,2486,15139,19273,3028,Medium,0.2867832313550171,0.3650950008524503,0.0573604349390971,0.0388717346416867,37650,1.27,0.034,0.157,1
EMP00138,Ishaan Sandhu,29,6,Operations,63586,1513,3815,1303,1586,55369,0,8112,5394,4633,3970,22109,3089,1187,Medium,0.3993028590005237,0.0557893406057541,0.0214379887662771,0.0974191334501255,33260,0.14,0.085,0.384,1
EMP00139,Mohit Bhardwaj,36,18,Sales,73234,2323,4394,1381,2146,62990,18395,10097,0,6719,4718,39929,5546,1998,Medium,0.6338942689315764,0.088045721543102,0.0317193205270677,0.0,23061,0.14,0.0,0.36,1
EMP00140,Rahul Sabharwal,42,17,Sales,73605,2360,4416,1657,1169,64003,11802,5629,0,5844,3335,26610,10244,12916,High,0.4157617611674453,0.1600549974219958,0.2018030404824773,0.0,37393,0.38,0.0,1.261,2
EMP00141,Riya Pradhan,56,34,IT,150000,13333,9000,3124,1257,123286,0,20954,37159,5761,9446,73320,1689,2378,Low,0.5947147283552066,0.0136998523757766,0.0192884836883344,0.3014048634881495,49966,0.02,0.248,1.407,0
EMP00142,Tushar Ashish Pandey,49,25,IT,136860,10705,8212,3038,2345,112560,26046,17780,10781,6435,5002,66044,20900,5380,Medium,0.5867448471926083,0.1856787491115849,0.0477967306325515,0.0957800284292821,46516,0.32,0.079,0.257,1
EMP00143,Abhishek Bohra,34,6,IT,88974,3897,5338,1515,2168,76056,16197,11925,0,4095,2908,35125,11041,13308,Medium,0.4618307562848427,0.1451693489008099,0.1749763332281476,0.0,40931,0.31,0.0,1.205,1
EMP00144,Avantika Chatterjee,28,2,Sales,48299,748,2898,983,1899,41771,14202,6610,7113,6531,3328,37784,937,549,Low,0.9045510042852696,0.0224318306959373,0.0131430897033827,0.1702856048454669,3987,0.02,0.147,0.585,0
EMP00145,Priya Dubey,31,6,Customer Support,38370,252,2302,1113,849,33854,9589,6453,2557,2882,1564,23045,4412,1214,Medium,0.6807171973769717,0.130324333904413,0.0358598688485851,0.0755302179949193,10809,0.19,0.067,0.275,1
EMP00146,Nandini Swain,51,22,Operations,89275,3928,5356,1353,2158,76480,0,11154,20730,4671,4052,40607,14617,4221,Medium,0.5309492677824268,0.1911218619246862,0.0551908995815899,0.2710512552301255,35873,0.36,0.232,0.289,1
EMP00147,Rishabh Muskan Parmar,60,37,IT,150000,13333,9000,2279,1457,123931,24187,18326,8941,5525,4897,61876,43097,3276,Medium,0.499277823950424,0.3477499576377177,0.0264340641163227,0.0721449839023327,62055,0.7,0.06,0.076,1
EMP00148,Muskan Kartik Mundra,42,19,Marketing,80260,3026,4816,1958,1877,68583,0,10577,22270,11242,4036,48125,2637,3266,Low,0.7017045040316113,0.0384497616027295,0.0476211306008777,0.3247160375020049,20458,0.05,0.277,1.238,0
EMP00149,Vihaan Gill,25,1,IT,81437,3144,4886,1717,928,70762,0,9195,0,6980,5033,21208,19267,7060,High,0.2997088832989457,0.2722789067578643,0.0997710635651903,0.0,49554,0.91,0.0,0.366,2
EMP00150,Nikita Chaudhary,25,1,Operations,55114,1089,3307,805,1997,47916,0,5896,6714,3468,2056,18134,14020,2846,Medium,0.3784539610985892,0.2925953752400033,0.0593956089823858,0.1401202103681442,29782,0.77,0.122,0.203,1
EMP00151,Pankaj Shetty,39,14,Operations,77497,2750,4650,1733,2422,65942,21577,11690,0,8730,4533,46530,2127,3437,Low,0.7056200903824573,0.0322556185738982,0.0521215613721148,0.0,19412,0.05,0.0,1.615,0
EMP00152,Rashmi Goel,38,18,Marketing,79707,2971,4782,2121,1489,68344,0,11300,16813,3837,4602,36552,13855,3031,Medium,0.534823832377385,0.2027244527683483,0.0443491747629638,0.2460055015802411,31792,0.38,0.211,0.219,1
EMP00153,Charu Pillai,36,18,Sales,76223,2622,4573,1507,2262,65259,16676,8106,7924,5594,2651,40951,9803,3255,Medium,0.6275149787768737,0.150216828330192,0.0498781777226129,0.1214238649075223,24308,0.24,0.104,0.332,1
EMP00154,Dev Menon,43,20,Cyber Security,160728,15479,9644,3395,1900,130310,0,16785,42380,5613,4581,69359,15931,23135,Medium,0.532261530197222,0.122254623589901,0.1775381781904688,0.3252244647379326,60951,0.23,0.264,1.452,1
EMP00155,Sonali Shukla,51,26,Finance,129211,9382,7753,2562,798,108716,0,16152,33980,2636,6330,59098,2131,1019,Low,0.5435998381103058,0.0196015305934729,0.0093730453659075,0.3125574892380146,49618,0.04,0.263,0.478,0
EMP00156,Vivaan Seth,56,28,Marketing,90000,4000,5400,1892,1192,77516,0,12382,24809,4463,3689,45343,14773,3648,Medium,0.584950203828887,0.1905800092884049,0.0470612518705815,0.3200500541823624,32173,0.33,0.276,0.247,1
EMP00157,Ayush Nagpal,43,21,Operations,86257,3626,5175,1368,1330,74758,20909,11485,0,3092,3247,38733,3158,420,Medium,0.5181117739907435,0.0422429706519703,0.0056181278257845,0.0,36025,0.08,0.0,0.133,1
EMP00158,Aditya Patel,25,0,Sales,45000,583,2700,763,1980,38974,8916,3657,0,2414,2391,17378,904,930,Medium,0.4458870015908041,0.023194950479807,0.0238620618874121,0.0,21596,0.05,0.0,1.028,1
EMP00159,Charu Reddy,54,25,Cyber Security,176062,19016,10564,3902,1703,140877,0,20878,0,8435,5643,34956,47743,14003,High,0.2481313486232671,0.3388984717164618,0.0993987662996798,0.0,105921,1.37,0.0,0.293,2
EMP00160,Ishaan Bhatia,31,6,Operations,65539,1610,3932,1436,1524,57037,12596,6839,0,3736,2268,25439,2396,67,Medium,0.4460087311745007,0.042007819485597,0.001174676087452,0.0,31598,0.09,0.0,0.028,1
EMP00161,Ashish Bedi,30,7,Sales,57955,1231,3477,1149,1785,50313,0,6094,16332,10663,4724,37813,2744,1086,Low,0.7515552640470654,0.0545385884363882,0.0215848786595909,0.3246079542066662,12500,0.07,0.282,0.396,0
EMP00162,Simran Thomas,32,6,HR,46526,660,2792,1012,1036,41026,0,6164,13575,1470,969,22178,11893,1052,Medium,0.540584019889826,0.2898893384682884,0.0256422756300882,0.3308877297323648,18848,0.54,0.292,0.088,1
EMP00163,Preeti Nagpal,55,29,Product Management,220000,31000,13200,2395,1934,171471,0,29723,0,19109,15698,64530,13211,17329,Medium,0.3763318578651783,0.0770450980049104,0.1010608207801902,0.0,106941,0.2,0.0,1.312,1
EMP00164,Ashish Deepak Somani,26,5,Finance,81510,3151,4891,1612,1299,70557,15634,9430,0,2993,1745,29802,23738,3501,Medium,0.4223819039925167,0.3364372067973412,0.0496194566095497,0.0,40755,0.8,0.0,0.147,1
EMP00165,Nandini Bohra,22,0,Operations,50000,833,3000,1035,1874,43258,0,5247,0,4038,2560,11845,14368,2751,High,0.2738221831799898,0.3321466549539969,0.0635951731471635,0.0,31413,1.21,0.0,0.191,2
EMP00166,Trisha Bajaj,43,20,Operations,82785,3278,4967,1246,2151,71143,21157,9669,0,8615,5131,44572,5772,3571,Medium,0.626512798167072,0.0811323672040819,0.0501946783239391,0.0,26571,0.13,0.0,0.619,1
EMP00167,Swati Jindal,28,5,IT,95707,4571,5742,1668,1470,82256,6605,10259,0,8599,5595,31058,23232,4681,High,0.3775773195876288,0.2824353238669519,0.05690770278156,0.0,51198,0.75,0.0,0.201,2
EMP00168,Kunal More,60,32,Sales,85000,3500,5100,1480,1580,73340,0,9911,21947,8071,4680,44609,14088,3123,Low,0.6082492500681757,0.1920916280338151,0.0425824925006817,0.2992500681756204,28731,0.32,0.258,0.222,0
EMP00169,Dev Tayal,34,8,Sales,61615,1414,3697,1865,2221,52418,13994,9007,0,3933,3322,30256,10728,2326,Medium,0.5772063031782976,0.2046625205082223,0.0443740699759624,0.0,22162,0.35,0.0,0.217,1
EMP00170,Yash Patel,22,0,IT,80000,3000,4800,1493,1376,69331,14711,8200,5089,6715,4075,38790,9509,10774,Medium,0.5594899828359609,0.1371536542095166,0.1553994605587688,0.0734015087046198,30541,0.25,0.064,1.133,1
EMP00171,Trisha Wadhwa,37,16,Operations,80221,3022,4813,1596,2103,68687,21303,11633,0,2877,5043,40856,1023,789,Low,0.5948141569729352,0.0148936479974376,0.0114868898044753,0.0,27831,0.03,0.0,0.771,0
EMP00172,Vaishnavi Kapoor,34,9,HR,50352,851,3021,761,1690,44029,10373,5586,0,3822,3195,22976,9253,2683,Medium,0.5218378795793681,0.2101569420154898,0.0609371096322878,0.0,21053,0.4,0.0,0.29,1
EMP00173,Kavya Garima Bedi,41,22,Operations,86769,3677,5206,2179,1099,74608,0,9803,0,2919,2190,14912,33353,6455,High,0.1998713274715848,0.4470432125241261,0.0865188719708342,0.0,59696,2.24,0.0,0.194,2
EMP00174,Pankaj Naidu,57,22,IT,139009,11135,8341,2699,1767,115067,0,18495,30823,8004,6068,63390,22030,5890,Low,0.5508964342513493,0.1914536748155422,0.0511875689815498,0.2678700235514961,51677,0.35,0.222,0.267,0
EMP00175,Aisha Mehta,40,18,Data Science,140617,11457,8437,3292,1067,116364,0,14228,34847,7940,6103,63118,15813,22009,Medium,0.5424186174418205,0.1358925440857997,0.1891392526898353,0.2994654704204049,53246,0.25,0.248,1.392,1
EMP00176,Ishaan Patel,51,32,IT,150000,13333,9000,3377,1665,122625,0,18377,22195,8459,4949,53980,31707,5709,Medium,0.440203873598369,0.2585688073394495,0.0465565749235474,0.1809989806320081,68645,0.59,0.148,0.18,1
EMP00177,Akash Bajaj,26,4,Customer Support,35933,130,2156,844,1996,30807,5836,4207,0,1128,1514,12685,9583,1859,High,0.411757068198786,0.3110656668938877,0.0603434284415879,0.0,18122,0.76,0.0,0.194,2
EMP00178,Ananya Aarav Yadav,45,15,Sales,69730,1973,4184,1750,1547,60276,19505,9887,5931,8483,3982,47788,1464,1842,Low,0.7928196960647688,0.0242882739398765,0.0305594266374676,0.0983973720883933,12488,0.03,0.085,1.257,0
EMP00179,Kavya Menon,58,23,Operations,90001,4000,5400,1268,1182,78151,0,12024,22298,12443,5260,52025,4379,3515,Low,0.6656984555539917,0.0560325523665724,0.0449770316438689,0.2853194456884749,26126,0.08,0.248,0.803,0
EMP00180,Yuvraj Gaurav Tiwari,58,33,Operations,95000,4500,5700,1957,1717,81126,0,10341,18816,8425,3950,41532,17461,5183,Medium,0.5119443828119222,0.215233094199147,0.0638882725636664,0.2319355077287183,39594,0.42,0.198,0.297,1
EMP00181,Namrata Ishaan Lodha,30,6,Data Science,113389,7008,6803,3493,2097,93988,23987,17088,14805,5790,4434,66104,12989,3326,Low,0.7033238285738604,0.1381984934246925,0.0353874962761203,0.1575201089500787,27884,0.2,0.131,0.256,0
EMP00182,Tanvi Verma,54,24,Finance,129103,9365,7746,3601,1234,107157,0,19761,28096,6719,5149,59725,20071,4276,Medium,0.5573597618447699,0.1873046091249288,0.0399040659966217,0.2621947236298142,47432,0.34,0.218,0.213,1
EMP00183,Rakesh Das,45,18,IT,124113,8617,7447,3131,1155,103763,11214,18069,13949,11870,8977,64079,6143,5545,Low,0.617551535711188,0.0592022204446671,0.0534390871505257,0.1344313483611692,39684,0.1,0.112,0.903,0
EMP00184,Rohit Kohli,46,18,Sales,75617,2562,4537,1206,1827,65485,14498,7065,0,3304,3037,27904,3048,1244,Medium,0.4261128502710544,0.046545010307704,0.0189967168053752,0.0,37581,0.11,0.0,0.408,1
EMP00185,Simran Pandey,52,37,HR,70000,2000,4200,1244,1287,61269,13095,10073,7386,4503,3367,38424,11006,2638,Medium,0.6271360720756011,0.1796340726958168,0.0430560315983613,0.1205503598883611,22845,0.29,0.106,0.24,1
EMP00186,Neha Thomas,35,12,Sales,68243,1824,4095,1346,1676,59302,14474,8848,1861,1474,1261,27918,18973,2990,Medium,0.4707767023034636,0.3199386192708509,0.0504198846581902,0.0313817409193619,31384,0.68,0.027,0.158,1
EMP00187,Amit Dubey,48,28,IT,149040,13141,8942,3997,2303,120657,0,15848,40953,24023,10071,90895,4854,4670,Low,0.7533338306107396,0.0402297421616648,0.0387047581159816,0.3394166936025262,29762,0.05,0.275,0.962,0
EMP00188,Trisha Ahuja,52,34,Finance,130000,9500,7800,2400,1406,108894,0,16154,23100,4300,4551,48105,37422,3780,Medium,0.4417598765772219,0.3436552978125516,0.0347126563447021,0.2121328998842911,60789,0.78,0.178,0.101,1
EMP00189,Mansi Arora,22,3,Sales,48331,750,2900,1033,1563,42085,0,5114,10532,7746,3187,26579,2412,2036,Low,0.6315551859332303,0.0573125816799334,0.0483782820482357,0.2502554354282998,15506,0.09,0.218,0.844,0
EMP00190,Jyoti Chopra,44,27,Marketing,90000,4000,5400,1657,1287,77656,20538,13199,6075,3935,3352,47099,11361,4657,Medium,0.6065081899660039,0.1462990625321932,0.0599696095601112,0.0782296281034305,30557,0.24,0.068,0.41,1
EMP00191,Deepak Ayaan Sandhu,49,16,IT,122976,8446,7379,3457,1787,101907,0,17958,21838,7559,6952,54307,18702,4432,Medium,0.5329074548362723,0.1835202684800848,0.0434906336169252,0.2142934243967539,47600,0.34,0.178,0.237,1
EMP00192,Ayaan Gill,36,17,IT,114668,7200,6880,2377,1668,96543,0,14660,0,12552,7763,34975,11320,7954,Medium,0.3622738054545643,0.1172534518297546,0.0823881586443346,0.0,61568,0.32,0.0,0.703,1
EMP00193,Muskan Saxena,44,28,Cyber Security,179865,19966,10792,2734,1933,144440,52903,21757,0,30692,13060,118412,5313,4073,Low,0.8198006092495154,0.0367834394904458,0.0281985599556909,0.0,26028,0.04,0.0,0.766,0
EMP00194,Anjali Swain,43,27,HR,70000,2000,4200,1269,1377,61154,0,9117,13994,1969,2615,27695,19018,2967,Medium,0.4528730745331458,0.3109853811688524,0.048516859077084,0.2288321287242044,33459,0.69,0.2,0.156,1
EMP00195,Vivek Pradhan,33,12,Finance,103306,5496,6198,2589,1437,87586,19358,13571,7206,6393,4965,51493,16224,4200,Medium,0.5879135934966776,0.18523508323248,0.0479528691800059,0.0822734226931244,36093,0.32,0.07,0.259,1
EMP00196,Sumit Mathew,24,3,Finance,81224,3122,4873,2089,1365,69775,6305,9368,0,4240,3705,23618,19634,5023,Medium,0.3384879971336438,0.2813901827302042,0.071988534575421,0.0,46157,0.83,0.0,0.256,1
EMP00197,Rupal Das,33,12,Product Management,162161,15766,9730,3580,2090,130995,0,11115,23036,9860,4361,48372,21779,29437,High,0.3692660025191801,0.1662582541318371,0.2247185007061338,0.1758540402305431,82623,0.45,0.142,1.352,2
EMP00198,Khushi Malhotra,47,19,HR,61786,1423,3707,1938,1995,52723,0,8403,0,1456,3453,13312,3924,1507,Medium,0.2524894258672686,0.0744267207859947,0.0285833507197997,0.0,39411,0.29,0.0,0.384,1
EMP00199,Vikram Saini,55,32,Operations,95000,4500,5700,1301,1158,82341,25139,11384,11178,12474,5584,65759,2682,1878,Low,0.7986179424587994,0.0325718657776806,0.0228075928152439,0.13575254126134,16582,0.04,0.118,0.7,0
EMP00200,Lokesh Bedi,58,27,Product Management,215385,29616,12923,2360,1890,168596,0,16733,46731,17086,5752,86302,18459,28448,Medium,0.5118864029988849,0.109486583311585,0.1687347268025338,0.2771773944814824,82294,0.21,0.217,1.541,1
EMP00201,Tarun Sahu,42,25,Cyber Security,171641,17910,10298,3799,2292,137342,13864,18199,0,7581,4026,43670,21080,30532,High,0.3179653711173567,0.1534854596554586,0.2223063593074223,0.0,93672,0.48,0.0,1.448,2
EMP00202,Anurag Bose,57,23,IT,130920,9638,7855,3465,1520,108442,25337,19295,6851,8429,5532,65444,18120,6157,Medium,0.6034931115250549,0.167093930395972,0.0567768945611478,0.0631766289813909,42998,0.28,0.052,0.34,1
EMP00203,Ayush Wadhwa,56,30,Sales,85000,3500,5100,1846,2161,72393,0,11340,0,4439,3577,19356,20630,5845,High,0.2673739173677013,0.2849723039520395,0.0807398505380354,0.0,53037,1.07,0.0,0.283,2
EMP00204,Pooja Verma,30,4,Cyber Security,108621,6293,6517,2813,1423,91575,29347,13523,6021,13025,7998,69914,2883,2027,Low,0.7634616434616435,0.0314823914823914,0.0221348621348621,0.0657493857493857,21661,0.04,0.055,0.703,0
EMP00205,Aditi Narang,37,16,Marketing,76895,2690,4614,2028,1333,66230,0,11207,18933,7827,4135,42102,2592,3306,Low,0.6356937943530122,0.0391363430469575,0.0499169560622074,0.2858674316774875,24128,0.06,0.246,1.275,0
EMP00206,Namrata Verma,39,10,Marketing,65703,1618,3942,1422,1628,57093,0,8383,17562,3227,2848,32020,10251,3028,Medium,0.560839332317447,0.1795491566391676,0.0530362741491951,0.3076033839524985,25073,0.32,0.267,0.295,1
EMP00207,Mayank Bhardwaj,33,8,Operations,64819,1574,3889,1454,1529,56373,14932,8277,0,5969,2934,32112,9667,3107,Medium,0.5696343994465436,0.171482802050627,0.0551150373405708,0.0,24261,0.3,0.0,0.321,1
EMP00208,Swati Goel,55,25,Data Science,170000,17500,10200,2646,1638,138016,0,16451,25052,2803,5735,50041,52350,7468,Medium,0.3625739044748435,0.3793038488291212,0.0541096684442383,0.1815151866450266,87975,1.05,0.147,0.143,1
EMP00209,Ankit Nandini Mathew,45,27,IT,147238,12781,8834,2322,1127,122174,0,20731,37708,8577,6148,73164,18572,6664,Low,0.5988508193232602,0.1520127031938055,0.0545451569073616,0.3086417732087023,49010,0.25,0.256,0.359,0
EMP00210,Ananya Bajaj,24,3,Marketing,56687,1168,3401,795,1718,49605,13605,5520,5435,4722,2740,32022,6156,2443,Medium,0.6455397641366798,0.1241003931055337,0.049249067634311,0.109565567987098,17583,0.19,0.096,0.397,1
EMP00211,Aditya Kumawat,46,26,Data Science,170000,17500,10200,2856,2104,137340,0,18248,34289,7183,4757,64477,21774,20883,Medium,0.4694699286442406,0.1585408475316732,0.1520532983835736,0.2496650648026794,72863,0.34,0.202,0.959,1
EMP00212,Rajat Komal Kulkarni,24,1,IT,87663,3766,5260,1701,1100,75836,0,7277,0,6317,1845,15439,39874,3203,Medium,0.2035840497916556,0.5257924996044095,0.0422358774196951,0.0,60397,2.58,0.0,0.08,1
