EmployeeID,EmployeeName,Age,Years_of_Experience,Department,Monthly_Salary,Income_Tax,PF_Contribution,Insurance_Deduction,Other_Deductions,Net_Salary,Rent_Expense,Grocery_Expense,EMI_or_Loan_Payment,Entertainment_Expense,Other_Expenses,Total_Expenditure,Savings_Amount,Investments,Class
EMP00202,Anurag Bose,57,23,IT,130920,9638,7855,3465,1520,108442,25337,19295,6851,8429,5532,65444,18120,6157,Medium
EMP00203,Ayush Wadhwa,56,30,Sales,85000,3500,5100,1846,2161,72393,0,11340,0,4439,3577,19356,20630,5845,High
EMP00204,Pooja Verma,30,4,Cyber Security,108621,6293,6517,2813,1423,91575,29347,13523,6021,13025,7998,69914,2883,2027,Low
EMP00205,Aditi Narang,37,16,Marketing,76895,2690,4614,2028,1333,66230,0,11207,18933,7827,4135,42102,2592,3306,Low
EMP00206,Namrata Verma,39,10,Marketing,65703,1618,3942,1422,1628,57093,0,8383,17562,3227,2848,32020,10251,3028,Medium
EMP00207,Mayank Bhardwaj,33,8,Operations,64819,1574,3889,1454,1529,56373,14932,8277,0,5969,2934,32112,9667,3107,Medium
EMP00208,Swati Goel,55,25,Data Science,170000,17500,10200,2646,1638,138016,0,16451,25052,2803,5735,50041,52350,7468,Medium
EMP00209,Ankit Nandini Mathew,45,27,IT,147238,12781,8834,2322,1127,122174,0,20731,37708,8577,6148,73164,18572,6664,Low
EMP00210,Ananya Bajaj,24,3,Marketing,56687,1168,3401,795,1718,49605,13605,5520,5435,4722,2740,32022,6156,2443,Medium
EMP00211,Aditya Kumawat,46,26,Data Science,170000,17500,10200,2856,2104,137340,0,18248,34289,7183,4757,64477,21774,20883,Medium
EMP00212,Rajat Komal Kulkarni,24,1,IT,87663,3766,5260,1701,1100,75836,0,7277,0,6317,1845,15439,39874,3203,Medium
EMP00213,Sanya Aditi Sabharwal,57,35,Operations,95000,4500,5700,1951,950,81899,7143,12631,0,2350,5564,27688,970,1994,Medium
EMP00214,Rupal Bagri,58,33,Marketing,90000,4000,5400,1763,1754,77083,0,14751,26938,6311,4387,52387,10989,3188,Low
EMP00215,Megha Chaudhary,42,24,Data Science,161895,15712,9714,2937,2239,131293,6714,10730,0,6306,6223,29973,55013,8404,High
EMP00216,Khushi Pradhan,39,16,Sales,67249,1725,4035,1359,1556,58574,0,9156,12708,2942,2797,27603,13082,3557,Medium
EMP00217,Vikram Khandelwal,58,25,Sales,83290,3329,4997,1998,1511,71455,0,11279,23181,11509,5636,51605,3867,1685,Low
EMP00218,Rupal Chauhan,58,26,Finance,129627,9444,7778,3112,2312,106981,21896,13827,0,5613,3767,45103,16075,22301,High
EMP00219,Manish George,30,3,HR,45508,609,2730,1015,1748,39406,8767,3453,0,2491,1051,15762,13451,2197,High
EMP00220,Trisha Deshmukh,44,24,Operations,91557,4156,5493,1404,1460,79044,0,12813,0,12204,6682,31699,4832,7201,Medium
EMP00221,Aditya Khanna,29,4,HR,43639,515,2618,979,2122,37405,10940,6352,0,4024,2598,23914,1924,2070,Low
EMP00222,Tarun Lakhotia,22,0,Finance,70000,2000,4200,1219,1419,61162,5133,6867,6109,5222,2434,25765,22742,1949,Medium
EMP00223,Anurag Vaishnavi Pandey,55,31,Finance,130000,9500,7800,2819,1540,108341,0,20159,29722,6822,5204,61907,22501,5162,Medium
EMP00224,Siddharth Shinde,36,14,Data Science,137106,10755,8226,3119,1367,113639,0,15553,37816,8260,5654,67283,22545,5405,Medium
EMP00225,Ananya Mukherjee,58,27,Finance,124063,8609,7444,3919,1184,102907,0,15942,0,7765,6873,30580,28285,10038,High
EMP00226,Prateek Behera,39,17,Sales,73496,2350,4410,1281,1470,63985,0,10858,13013,3480,2555,29906,15836,2764,Medium
EMP00227,Preeti Srivastava,39,14,Data Science,126871,9031,7612,3975,1830,104423,0,18106,0,4585,6145,28836,7099,1959,Medium
EMP00228,Vidhi Singh,24,0,HR,40389,353,2423,902,2138,34573,0,3813,0,3347,1575,8735,9689,2898,High
EMP00229,Komal Tanvi Naidu,25,1,HR,41401,403,2484,1180,1613,35721,0,4808,0,2707,1543,9058,864,837,Medium
EMP00230,Priya Bohra,29,2,IT,85348,3535,5121,1944,1593,73155,16940,8424,12208,4384,3275,45231,16305,2102,Medium
EMP00231,Karan Malhotra,50,19,Sales,70730,2073,4244,1212,2109,61092,0,7152,15256,3032,3705,29145,782,853,Low
EMP00232,Krishna Porwal,35,5,Data Science,98541,4854,5912,1883,1725,84167,8168,8225,0,6918,4223,27534,12834,21508,High
EMP00233,Rahul Goel,59,33,Customer Support,60000,1333,3600,1976,1231,51860,12982,5991,0,3385,2197,24555,1993,796,Medium
EMP00234,Sumit Purohit,60,31,HR,70000,2000,4200,2149,1970,59681,0,8065,20678,1120,1157,31020,17916,1738,Medium
EMP00235,Ashish Kohli,35,11,HR,51024,885,3061,1027,1368,44683,0,4322,10636,4386,2521,21865,8086,2469,Medium
EMP00236,Komal Chopra,52,37,Operations,95000,4500,5700,2117,1854,80829,0,10409,14806,5512,4362,35089,4191,1653,Medium
EMP00237,Arjun Nagpal,26,3,Cyber Security,104282,5642,6257,3369,1492,87522,21765,12871,11352,5205,4880,56073,15492,2738,Medium
EMP00238,Kartik Riya Fernandes,24,1,Customer Support,35720,119,2143,797,2093,30568,0,3916,5480,2422,1155,12973,7181,2463,Medium
EMP00239,Atharv Tayal,29,2,Finance,76897,2690,4614,1678,1289,66626,13446,10534,2640,1915,2001,30536,21229,2404,High
EMP00240,Pankaj Roy,22,0,Data Science,90000,4000,5400,2023,1539,77038,0,7924,13122,6331,4000,31377,16571,5504,Medium
EMP00241,Ravi Khanna,60,36,Sales,85000,3500,5100,2028,1866,72506,0,7832,20994,5503,4434,38763,3197,220,Low
EMP00242,Preeti Khanna,45,21,Data Science,159564,15246,9574,3198,1621,129925,30804,20254,15665,5148,5502,77373,2923,176,Low
EMP00243,Simran Jadhav,41,23,HR,64169,1542,3850,2197,1177,55403,14921,10041,0,1586,3894,30442,194,1153,Medium
EMP00244,Amit Deshmukh,59,36,Finance,130000,9500,7800,3425,1519,107756,0,20109,0,7916,4584,32609,27955,7783,Medium
EMP00245,Khushi Naidu,56,31,Finance,130000,9500,7800,2813,1936,107951,0,18047,34987,8293,4595,65922,20391,5340,Medium
EMP00246,Arjun Solanki,44,16,Operations,81631,3163,4898,1525,1990,70055,20435,10831,0,11654,4612,47532,5622,2823,Medium
EMP00247,Aditya Yadav,30,2,IT,85464,3546,5128,2198,993,73599,18394,10668,4083,4403,3387,40935,8274,10662,Medium
EMP00248,Megha Pradhan,37,16,Cyber Security,154846,14303,9291,3189,1379,126684,0,21343,0,5634,6782,33759,4804,2306,Medium
EMP00249,Jyoti Lakhotia,27,3,HR,43951,531,2637,976,1943,37864,7762,5337,0,1706,1386,16191,7513,6498,High
EMP00250,Diya Neha Purohit,60,31,Marketing,90000,4000,5400,1252,1140,78208,20276,8814,5701,4221,3722,42734,619,1031,Medium
EMP00251,Mohit Purohit,31,12,Finance,92338,4234,5540,2018,1588,78958,8577,14296,0,5168,5027,33068,21059,4140,Medium
EMP00252,Nikhil Patel,25,2,Marketing,52327,950,3140,943,1732,45562,0,5706,3479,3956,2555,15696,14762,3297,Medium
EMP00253,Swati Bedi,24,0,Customer Support,37102,188,2226,1139,1463,32086,0,4109,0,5924,2622,12655,2511,2263,Medium
EMP00254,Prachi Amit Jain,57,22,Marketing,90000,4000,5400,1656,1471,77473,18051,9586,4646,5907,4853,43043,12497,4616,Medium
EMP00255,Komal Ghosh,46,25,Marketing,87492,3749,5250,1912,1426,75155,0,12312,25070,5958,4051,47391,10392,2734,Low
EMP00256,Saloni Purohit,43,15,Data Science,127830,9174,7670,3449,1899,105638,22298,14874,3353,4550,5600,50675,17400,15166,Medium
EMP00257,Aarav Khandelwal,53,26,Sales,85000,3500,5100,1537,2439,72424,0,11260,0,3199,3086,17545,1239,1031,Medium
EMP00258,Rohit Khanna,29,6,Sales,56236,1145,3374,1190,1725,48802,10940,7063,152,1526,1246,20927,17817,2410,Medium
EMP00259,Shruti Deshmukh,44,22,IT,128720,9308,7723,2251,2091,107347,27683,16366,0,4346,4313,52708,13696,22281,Medium
EMP00260,Pooja Mishra,55,36,Customer Support,60000,1333,3600,1237,2049,51781,0,7911,10837,2424,2317,23489,13270,2939,Medium
EMP00261,Akash Nair,32,6,Operations,61425,1405,3686,1264,1986,53084,11953,8710,5954,2547,2526,31690,98,185,Low
EMP00262,Kavya Tiwari,48,17,Marketing,79592,2959,4776,1336,1166,69355,0,8020,0,4323,2758,15101,17422,20424,High
EMP00263,Tarun Das,30,3,IT,83647,3365,5019,1825,1341,72097,18285,12039,0,4282,5345,39951,15961,3429,Medium
EMP00264,Shruti Lakhotia,54,29,HR,69380,1938,4163,2015,1936,59328,12033,8387,0,2696,2610,25726,17092,3699,Medium
EMP00265,Arjun George,56,27,IT,140097,11353,8406,3677,1790,114871,0,15692,25307,14454,7389,62842,12159,4280,Low
EMP00266,Aditi Shetty,49,17,Data Science,139965,11326,8398,3674,1434,115133,19759,11976,0,5789,3182,40706,50408,5053,Medium
EMP00267,Nisha George,32,8,IT,98042,4804,5883,2057,1007,84291,17478,12669,0,1991,3028,35166,24612,6080,High
EMP00268,Anurag Thomas,54,23,HR,66731,1673,4004,1663,1146,58245,0,6686,16897,8714,5028,37325,3049,3044,Low
EMP00269,Sneha Chopra,58,22,Product Management,195170,23792,11710,3483,981,155204,0,25328,44097,21741,10167,101333,10920,6960,Low
EMP00270,Nikhil Rawat,54,33,Operations,95000,4500,5700,1575,1112,82113,0,12830,25074,5762,5251,48917,15118,4073,Medium
EMP00271,Tarun Fernandes,36,13,Finance,93922,4392,5635,1581,2002,80312,0,12367,0,4329,3317,20013,18150,22703,High
EMP00272,Anurag Dubey,34,12,IT,112918,6938,6775,2537,1101,95567,29451,17521,0,10835,7239,65046,5084,4184,Low
EMP00273,Trisha Rathore,40,11,IT,107462,6119,6448,3043,1739,90113,28393,14803,0,11330,8332,62858,3653,3238,Low
EMP00274,Abhishek Kumawat,31,10,Cyber Security,129026,9354,7742,2573,1501,107856,34028,12565,16255,20059,10850,93757,1723,1793,Low
EMP00275,Arjun Parmar,32,9,IT,106004,5901,6360,2855,1799,89089,6262,10436,0,7729,3050,27477,17546,25619,High
EMP00276,Kavya Nair,52,23,IT,134952,10324,8097,3113,1497,111921,27074,13859,6371,5641,5301,58246,11438,21218,High
EMP00277,Muskan D'Souza,34,12,Finance,100294,5044,6018,3014,1650,84568,18439,8331,6291,7502,3454,44017,10802,12874,Medium
EMP00278,Palak Vikram Bansal,48,17,Operations,81698,3170,4902,1543,1006,71077,0,10532,0,3153,3188,16873,4511,719,Medium
EMP00279,Vikram Mohanty,53,23,Operations,92738,4274,5564,1429,929,80542,21812,14074,10405,3255,3988,53534,322,370,Low
EMP00280,Tushar Purohit,45,24,HR,70000,2000,4200,2037,1901,59862,0,6440,17830,9649,3779,37698,3417,3067,Low
EMP00281,Ritika Bohra,44,15,Cyber Security,145342,12402,8721,2575,1381,120263,0,18962,35720,13427,10376,78485,9337,3286,Low
EMP00282,Ankit Reddy,53,35,Finance,130000,9500,7800,3828,2421,106451,0,17690,0,6039,4960,28689,27419,9304,High
EMP00283,Palak Das,45,17,Operations,82142,3214,4929,1511,1129,71359,13214,10926,0,2943,1602,28685,21498,4202,Medium
EMP00284,Mayank Preeti Singh,24,0,HR,40000,333,2400,1100,1177,34990,0,5150,0,3383,1677,10210,10534,3175,High
EMP00285,Amit Mohanty,37,16,Sales,73667,2367,4420,1396,1588,63896,4152,9413,0,7600,4912,26077,6276,6175,Medium
EMP00286,Prateek Sumit Jadhav,46,21,Data Science,145144,12362,8709,3264,1661,119148,0,16640,33608,6830,7971,65049,22537,6483,Medium
EMP00287,Sai Pillai,40,14,Data Science,127354,9103,7641,3580,1715,105315,21912,14047,11225,6781,3124,57089,16700,14746,Medium
EMP00288,Divya Mathew,29,3,Operations,58350,1251,3501,1003,1672,50923,9987,7651,2166,1773,1972,23549,14424,2071,Medium
EMP00289,Arjun Dubey,25,0,Sales,45000,583,2700,855,1123,39739,9378,4733,0,3800,2537,20448,8316,1666,Medium
EMP00290,Aman Deshmukh,29,5,HR,45411,604,2725,1037,1531,39514,7353,4217,5869,2647,1351,21437,12127,1194,Medium
EMP00291,Aman Soni,47,19,Sales,76739,2674,4604,1528,737,67196,18168,11274,8253,5449,3577,46721,7340,2291,Medium
EMP00292,Ravi Nair,27,7,IT,92488,4249,5549,1238,2214,79238,17432,12023,0,4700,3381,37536,17651,5269,Medium
EMP00293,Avantika Bagri,35,10,Sales,61676,1417,3701,2192,1943,52423,13302,8448,0,2087,4049,27886,1533,1102,Medium
EMP00294,Diya Bose,59,32,Cyber Security,180000,20000,10800,3534,2208,143458,0,21049,36876,9831,6125,73881,24546,9922,Medium
EMP00295,Vidhi Menon,33,12,Data Science,129771,9466,7786,3946,2374,106199,24709,13687,0,11101,5513,55010,24521,6430,Medium
EMP00296,Mayank Tayal,39,12,Sales,61526,1410,3692,1353,1214,53857,0,9279,0,6871,4194,20344,3498,5372,Medium
EMP00297,Komal Singh,39,18,Sales,70859,2086,4252,1256,1724,61541,0,9334,12022,2917,4166,28439,465,183,Low
EMP00298,Rahul Solanki,55,38,Data Science,170000,17500,10200,2874,2123,137303,0,18692,31123,8065,8536,66416,25405,9249,Medium
EMP00299,Neha Tayal,29,4,Sales,48445,756,2907,885,1662,42235,0,7512,0,7005,4131,18648,3207,3164,Medium
EMP00300,Pooja Solanki,45,27,Marketing,90000,4000,5400,2149,1846,76605,19732,12747,0,5512,4547,42538,14000,3078,Medium
EMP00301,Dhruv Khanna,27,5,HR,45555,611,2733,1122,1851,39238,0,6064,6129,2743,1803,16739,9371,2811,Medium
EMP00302,Nikhil Pandey,41,20,Sales,80962,3096,4858,1981,1530,69497,20885,9945,0,6934,4853,42617,4275,3113,Medium
EMP00303,Aditya Banerjee,58,29,IT,150000,13333,9000,3147,1180,123340,29530,14543,0,4636,5250,53959,21925,27793,High
EMP00304,Saloni Maheshwari,36,11,Data Science,120994,8149,7260,3083,1584,100918,7932,12492,4349,5810,5680,36263,16516,25844,High
EMP00305,Ayush Seth,51,24,IT,137304,10794,8238,3660,1536,113076,25579,16480,0,4928,5413,52400,38949,5019,High
EMP00306,Preeti Ananya Sandhu,46,19,Product Management,176411,19103,10585,2733,1952,142038,12376,19935,41961,3262,10245,87779,4530,1859,Low
EMP00307,Saurabh Soni,49,19,Customer Support,57539,1210,3452,860,1553,50464,0,9027,12858,1310,2152,25347,460,580,Low
EMP00308,Rohit Sabharwal,29,5,IT,90030,4003,5402,2066,1296,77263,21846,10956,0,8235,3823,44860,16192,2438,Medium
EMP00309,Ishaan Rajput,58,27,HR,70000,2000,4200,1226,1614,60960,0,8301,18307,8138,5007,39753,2977,3023,Low
EMP00310,Namrata Vihaan Ghosh,50,20,Customer Support,55976,1132,3359,865,1180,49440,0,7034,12252,2380,2174,23840,10452,2882,Medium
EMP00311,Trisha Pawar,31,6,Cyber Security,121627,8244,7298,3435,1046,101604,0,15218,25596,6861,5946,53621,14015,16536,Medium
EMP00312,Komal Tayal,43,22,Marketing,90000,4000,5400,1844,1370,77386,17636,11179,0,5797,4291,38903,15175,3607,Medium
EMP00313,Aisha Shinde,26,2,Sales,50930,880,3056,991,1872,44131,10576,4365,2191,3360,2700,23192,8264,2646,Medium
EMP00314,Avantika Shukla,38,13,Customer Support,47923,729,2875,832,1988,41499,0,3842,13599,3838,1863,23142,5012,6989,Medium
EMP00315,Mansi Jindal,45,26,Marketing,90000,4000,5400,1338,933,78329,0,11293,17319,3210,5271,37093,2221,168,Low
EMP00316,Siddharth Ahuja,49,15,IT,123812,8572,7429,2240,2468,103103,20177,12519,0,3324,3275,39295,38230,5317,Medium
EMP00317,Lakshay George,57,31,IT,150000,13333,9000,3872,1767,122028,0,14403,0,6172,5195,25770,26396,41064,High
EMP00318,Rajat Pillai,23,1,Cyber Security,95000,4500,5700,1801,2197,80802,0,11763,12400,9166,5646,38975,19938,4645,Medium
EMP00319,Harsh Dubey,40,9,Sales,57854,1226,3471,1106,1685,50366,11533,8177,8358,3186,3142,34396,6399,1545,Medium
EMP00320,Charu Bedi,53,30,Product Management,220000,31000,13200,2747,2190,170863,0,24559,0,19109,12886,56554,53411,12847,High
EMP00321,Akash Tiwari,28,6,IT,98485,4848,5909,1360,2025,84343,0,10564,0,3430,2831,16825,23324,24477,High
EMP00322,Abhishek Mehta,52,32,Cyber Security,180000,20000,10800,2938,1357,144905,0,18435,0,6310,6526,31271,68548,9839,High
EMP00323,Vivaan Suri,23,3,IT,89076,3908,5345,1546,1302,76975,0,7182,0,6623,4124,17929,38959,4772,High
EMP00324,Sumit Rishabh Kohli,57,31,Marketing,90000,4000,5400,2142,1794,76664,0,12375,24380,5451,4965,47171,14220,2420,Low
EMP00325,Divya Ahuja,56,32,Finance,130000,9500,7800,2781,1803,108116,0,14219,30351,2745,7151,54466,3898,2455,Low
EMP00326,Rohit Rashmi Iyer,45,19,Sales,79404,2940,4764,1505,1823,68372,15487,10944,11244,1877,2013,41565,16979,2275,Medium
EMP00327,Nisha Ahuja,58,26,Marketing,90000,4000,5400,1397,2135,77068,20082,12397,9604,9149,5724,56956,3786,2480,Low
EMP00328,Mansi George,53,35,Product Management,220000,31000,13200,2495,1915,171390,0,19252,44642,34878,17973,116745,8492,9008,Low
EMP00329,Shivam Pradhan,60,35,IT,150000,13333,9000,2960,1568,123139,29319,15287,0,10216,4619,59441,19807,17575,Medium
EMP00330,Ravi Ghosh,24,3,HR,42983,482,2579,943,1377,37602,10123,4206,0,3719,1946,19994,6778,2053,Medium
EMP00331,Kartik Ahuja,56,23,Customer Support,53969,1032,3238,1062,1536,47101,0,5514,8902,2966,2103,19485,1314,1179,Medium
EMP00332,Rakesh Rajput,33,5,Cyber Security,116509,7476,6991,3109,1572,97361,18164,8508,0,5243,2441,34356,32947,4807,High
EMP00333,Mayank Bansal,32,9,IT,109694,6454,6582,2546,1167,92945,0,10440,4533,9393,3909,28275,24599,9025,High
EMP00334,Tarun Joshi,54,34,Customer Support,60000,1333,3600,1695,1300,52072,0,5512,15141,4437,3022,28112,9989,3278,Medium
EMP00335,Yash Sandhu,54,28,Operations,95000,4500,5700,1750,2439,80611,0,9586,0,6875,5843,22304,24625,7066,High
EMP00336,Ishita D'Souza,44,28,Sales,85000,3500,5100,1776,971,73653,17636,8735,0,8098,3691,38160,16054,3582,Medium
EMP00337,Payal Seth,38,15,Cyber Security,144336,12201,8660,2872,680,119923,0,13701,31555,18094,7089,70439,11456,6279,Low
EMP00338,Saloni Bhardwaj,50,25,IT,138927,11119,8336,3918,1252,114302,0,13038,38478,3317,2450,57283,35505,3879,Medium
EMP00339,Aakash Khandelwal,36,11,Product Management,167702,16926,10062,3441,1111,136162,11577,19101,34952,20006,10944,96580,5000,5492,Low
EMP00340,Namrata Somani,58,29,Operations,95000,4500,5700,1894,2148,80758,0,10528,0,7494,5459,23481,23543,5471,Medium
EMP00341,Nisha Singh,55,36,Sales,85000,3500,5100,2140,2006,72254,26165,13964,4659,13732,7517,66037,805,719,Low
EMP00342,Arjun Swain,23,3,HR,44548,561,2673,826,1385,39103,2603,3255,4843,2076,1311,14088,13132,2940,Medium
EMP00343,Mansi Jain,24,3,Finance,73865,2386,4432,1256,1109,64682,0,8033,0,6390,4563,18986,21391,5162,Medium
EMP00344,Nitin Porwal,49,24,Sales,85000,3500,5100,1729,1462,73209,25268,10154,9582,11814,5910,62728,2024,1003,Low
EMP00345,Ravi Mohanty,30,2,IT,88838,3884,5330,1518,1473,76633,0,7486,0,7488,3113,18087,24944,7847,High
EMP00346,Manish Jain,34,8,Sales,61461,1406,3688,1908,2192,52267,14504,6816,0,8564,4886,34770,3426,2383,Low
EMP00347,Jyoti Khanna,51,28,Data Science,170000,17500,10200,2577,1768,137955,0,17627,0,8631,5226,31484,36871,30612,High
EMP00348,Kavya Rajput,38,10,Finance,86742,3674,5205,2132,942,74789,19377,12165,0,5678,5548,42768,15901,4026,Medium
EMP00349,Yash Malhotra,49,26,IT,140627,11459,8438,3622,1832,115276,7290,19040,0,7057,4907,38294,36131,9693,High
EMP00350,Charu Pillai,53,28,Marketing,90000,4000,5400,1720,1824,77056,0,12602,20352,9124,5711,47789,6971,3532,Low
EMP00351,Manish Naidu,24,1,Data Science,91538,4154,5492,1635,2418,77839,0,7856,4354,5489,2229,19928,16032,19569,High
EMP00352,Tarun Kartik Bhardwaj,45,27,Sales,85000,3500,5100,1277,1428,73695,0,13795,14159,1648,3741,33343,794,651,Medium
EMP00353,Vaishnavi Somani,41,26,Operations,95000,4500,5700,2075,1797,80928,0,13353,11168,3391,5035,32947,2460,1732,Medium
EMP00354,Nisha Swain,36,11,HR,57489,1208,3449,1116,1185,50531,12218,8300,5936,3537,2304,32295,8963,1400,Medium
EMP00355,Yuvraj Tayal,44,20,Data Science,156599,14653,9396,3301,966,128283,0,19642,40519,15094,8040,83295,18384,5005,Low
EMP00356,Ashish Ghosh,46,18,HR,61951,1431,3717,1295,1872,53636,9321,7597,2161,1395,1735,22209,18571,2402,Medium
EMP00357,Dhruv Tomar,22,1,Finance,70784,2078,4247,1628,1675,61156,4908,7389,0,5647,3924,21868,17213,4420,Medium
EMP00358,Vidhi Parmar,22,1,HR,40000,333,2400,1166,2084,34017,8233,3287,0,2583,1111,15214,12498,1482,Medium
EMP00359,Nandini Khurana,48,18,IT,125957,8894,7557,2575,1443,105488,0,17104,24222,19636,9962,70924,7202,3331,Low
EMP00360,Ishaan Reddy,57,25,Product Management,213659,29098,12820,3123,1237,167381,0,29560,51355,29294,13193,123402,4469,4404,Low
EMP00361,Sneha George,30,4,Marketing,56811,1174,3409,824,1476,49928,13669,5709,7031,4534,3206,34149,5549,1814,Low
EMP00362,Vihaan Bohra,24,1,HR,44649,566,2679,1037,1910,38457,7090,3081,2901,1959,717,15748,11481,1701,High
EMP00363,Amit Bagri,34,6,Data Science,104809,5721,6289,3249,1482,88068,22763,7533,0,7166,3127,40589,12360,16269,Medium
EMP00364,Rashmi Kumawat,26,7,Operations,58681,1267,3521,910,1217,51766,10240,6497,7407,1661,2505,28310,15347,1324,Medium
EMP00365,Preeti Aditya Thomas,33,10,Product Management,158474,15028,9508,3119,1532,129287,26367,14609,0,3841,3192,48009,41930,6443,Medium
EMP00366,Shubham Bhatia,46,18,Sales,76783,2678,4607,1337,985,67176,0,9068,0,8138,4483,21689,8228,7104,Medium
EMP00367,Deepak Sahu,37,18,Marketing,79276,2928,4757,1652,1057,68882,0,6059,13473,6209,3886,29627,13338,11592,High
EMP00368,Gaurav Shinde,41,17,Marketing,76256,2626,4575,1790,1488,65777,0,9916,16566,2447,3666,32595,517,1558,Low
EMP00369,Yuvraj Mehta,52,22,Marketing,90000,4000,5400,1750,1320,77530,19379,10801,4145,4131,3454,41910,12536,4618,Medium
EMP00370,Shivam Rawat,48,21,Product Management,198048,24512,11883,2345,1082,158226,0,23464,0,11195,8637,43296,48649,14506,High
EMP00371,Jyoti Rajput,25,3,Customer Support,36191,143,2171,1023,1277,31577,0,3726,0,3160,1212,8098,10933,2690,High
EMP00372,Rajat Shinde,59,24,Sales,85000,3500,5100,1509,1911,72980,0,13838,20241,5853,5101,45033,10909,2913,Low
EMP00373,Abhishek Sai George,47,26,Cyber Security,180000,20000,10800,3275,1842,144083,31262,24090,23260,7523,5655,91790,19736,7355,Low
EMP00374,Nandini Reddy,48,22,Sales,76923,2692,4615,1287,1422,66907,15052,5362,0,5247,2666,28327,25380,2035,High
EMP00375,Nisha Maheshwari,35,5,Finance,80543,3054,4833,1818,1750,69088,15827,7593,0,7155,4335,34910,16096,2718,Medium
EMP00376,Ritika Somani,30,2,Sales,48448,756,2907,888,2128,41769,15359,4589,3533,8872,3329,35682,1014,815,Low
EMP00377,Rohan Kohli,47,26,Sales,85000,3500,5100,1874,1877,72649,19384,12711,0,1739,5242,39076,1012,1096,Medium
EMP00378,Riya Lakhotia,32,12,Customer Support,44190,543,2651,1085,1344,38567,11481,7146,0,2417,2273,23317,7391,1276,Medium
EMP00379,Shreya Bansal,30,6,Sales,52520,959,3151,1177,1629,45604,12083,7234,0,1970,2179,23466,256,96,Medium
EMP00380,Harsh Arora,34,6,Sales,52033,935,3122,859,1293,45824,0,7454,12297,3034,2081,24866,8578,2523,Medium
EMP00381,Dev Chauhan,51,32,IT,150000,13333,9000,2780,1346,123541,35637,21613,0,8808,8302,74360,19992,7242,Medium
EMP00382,Vihaan Dubey,35,8,Marketing,64496,1558,3870,2034,1062,55972,13857,5878,0,3595,2513,25843,16240,3273,High
EMP00383,Reema Mohanty,47,16,IT,117461,7619,7048,2822,2099,97873,17556,13632,0,1843,3799,36830,37550,5118,High
EMP00384,Krishna Kulkarni,49,25,Operations,92181,4218,5531,1320,1924,79188,5295,11457,0,12664,6183,35599,6813,6222,Medium
EMP00385,Rashmi Bhardwaj,27,5,Operations,59913,1329,3595,705,889,53395,0,8249,0,1735,3418,13402,378,1174,Low
